delbydelid;Antall husholdninger;Barn i husholdningen;År;Bydel;Delbydel;Husholdningstype
;189.03740000000067;3 barn i HH;2010;Grorud;;Par med store barn
;62.0;4 barn eller mer;2010;Grorud;;Par med store barn
;277.0399000000009;1 barn i HH;2011;Grorud;;Par med store barn
;531.009000000002;2 barn i HH;2011;Grorud;;Par med store barn
;208.00160000000074;3 barn i HH;2011;Grorud;;Par med store barn
;61.003600000000226;4 barn eller mer;2011;Grorud;;Par med store barn
;277.0;1 barn i HH;2012;Grorud;;Par med store barn
;515.0;2 barn i HH;2012;Grorud;;Par med store barn
;220.0;3 barn i HH;2012;Grorud;;Par med store barn
;55.0;4 barn eller mer;2012;Grorud;;Par med store barn
;294.0;1 barn i HH;2013;Grorud;;Par med store barn
;523.0;2 barn i HH;2013;Grorud;;Par med store barn
;219.0;3 barn i HH;2013;Grorud;;Par med store barn
;57.0;4 barn eller mer;2013;Grorud;;Par med store barn
;348.0;1 barn i HH;2014;Grorud;;Par med store barn
;532.0;2 barn i HH;2014;Grorud;;Par med store barn
;201.0;3 barn i HH;2014;Grorud;;Par med store barn
;46.0;4 barn eller mer;2014;Grorud;;Par med store barn
;349.0;1 barn i HH;2015;Grorud;;Par med store barn
;541.0;2 barn i HH;2015;Grorud;;Par med store barn
;211.0;3 barn i HH;2015;Grorud;;Par med store barn
;57.0;4 barn eller mer;2015;Grorud;;Par med store barn
;347.0;1 barn i HH;2016;Grorud;;Par med store barn
;544.0;2 barn i HH;2016;Grorud;;Par med store barn
;206.0;3 barn i HH;2016;Grorud;;Par med store barn
;59.0;4 barn eller mer;2016;Grorud;;Par med store barn
;361.0;1 barn i HH;2017;Grorud;;Par med store barn
;530.0;2 barn i HH;2017;Grorud;;Par med store barn
;226.0;3 barn i HH;2017;Grorud;;Par med store barn
;60.0;4 barn eller mer;2017;Grorud;;Par med store barn
;368.0;1 barn i HH;2018;Grorud;;Par med store barn
;568.0;2 barn i HH;2018;Grorud;;Par med store barn
;218.0;3 barn i HH;2018;Grorud;;Par med store barn
;65.0;4 barn eller mer;2018;Grorud;;Par med store barn
;126.47440000000046;1 barn i HH;2008;Grorud;;Mor/far med små barn
;74.88500000000026;2 barn i HH;2008;Grorud;;Mor/far med små barn
;22.90600000000008;3 barn i HH;2008;Grorud;;Mor/far med små barn
;6.0;4 barn eller mer;2008;Grorud;;Mor/far med små barn
;132.49890000000048;1 barn i HH;2009;Grorud;;Mor/far med små barn
;62.95500000000022;2 barn i HH;2009;Grorud;;Mor/far med små barn
;26.667300000000093;3 barn i HH;2009;Grorud;;Mor/far med små barn
;6.953100000000025;4 barn eller mer;2009;Grorud;;Mor/far med små barn
;140.7962000000005;1 barn i HH;2010;Grorud;;Mor/far med små barn
;66.72400000000025;2 barn i HH;2010;Grorud;;Mor/far med små barn
;26.848300000000098;3 barn i HH;2010;Grorud;;Mor/far med små barn
;14.780000000000054;4 barn eller mer;2010;Grorud;;Mor/far med små barn
;135.4043000000005;1 barn i HH;2011;Grorud;;Mor/far med små barn
;68.55280000000025;2 barn i HH;2011;Grorud;;Mor/far med små barn
;36.58820000000013;3 barn i HH;2011;Grorud;;Mor/far med små barn
;11.798900000000042;4 barn eller mer;2011;Grorud;;Mor/far med små barn
;134.0;1 barn i HH;2012;Grorud;;Mor/far med små barn
;72.0;2 barn i HH;2012;Grorud;;Mor/far med små barn
;34.0;3 barn i HH;2012;Grorud;;Mor/far med små barn
;19.0;4 barn eller mer;2012;Grorud;;Mor/far med små barn
;131.0;1 barn i HH;2013;Grorud;;Mor/far med små barn
;58.0;2 barn i HH;2013;Grorud;;Mor/far med små barn
;26.0;3 barn i HH;2013;Grorud;;Mor/far med små barn
;20.0;4 barn eller mer;2013;Grorud;;Mor/far med små barn
;126.0;1 barn i HH;2014;Grorud;;Mor/far med små barn
;43.0;2 barn i HH;2014;Grorud;;Mor/far med små barn
;16.0;3 barn i HH;2014;Grorud;;Mor/far med små barn
;9.0;4 barn eller mer;2014;Grorud;;Mor/far med små barn
;115.0;1 barn i HH;2015;Grorud;;Mor/far med små barn
;57.0;2 barn i HH;2015;Grorud;;Mor/far med små barn
;26.0;3 barn i HH;2015;Grorud;;Mor/far med små barn
;4.0;4 barn eller mer;2015;Grorud;;Mor/far med små barn
;98.0;1 barn i HH;2016;Grorud;;Mor/far med små barn
;64.0;2 barn i HH;2016;Grorud;;Mor/far med små barn
;26.0;3 barn i HH;2016;Grorud;;Mor/far med små barn
;6.0;4 barn eller mer;2016;Grorud;;Mor/far med små barn
;94.0;1 barn i HH;2017;Grorud;;Mor/far med små barn
;65.0;2 barn i HH;2017;Grorud;;Mor/far med små barn
;20.0;3 barn i HH;2017;Grorud;;Mor/far med små barn
;6.0;4 barn eller mer;2017;Grorud;;Mor/far med små barn
;104.0;1 barn i HH;2018;Grorud;;Mor/far med små barn
;55.0;2 barn i HH;2018;Grorud;;Mor/far med små barn
;33.0;3 barn i HH;2018;Grorud;;Mor/far med små barn
;13.0;4 barn eller mer;2018;Grorud;;Mor/far med små barn
;384.63140000000135;1 barn i HH;2008;Grorud;;Mor/far med store barn
;180.02600000000064;2 barn i HH;2008;Grorud;;Mor/far med store barn
;48.07810000000017;3 barn i HH;2008;Grorud;;Mor/far med store barn
;21.749400000000076;4 barn eller mer;2008;Grorud;;Mor/far med store barn
;370.8179000000013;1 barn i HH;2009;Grorud;;Mor/far med store barn
;207.95560000000074;2 barn i HH;2009;Grorud;;Mor/far med store barn
;51.74090000000019;3 barn i HH;2009;Grorud;;Mor/far med store barn
;18.324200000000065;4 barn eller mer;2009;Grorud;;Mor/far med store barn
;357.0903000000013;1 barn i HH;2010;Grorud;;Mor/far med store barn
;171.8704000000006;2 barn i HH;2010;Grorud;;Mor/far med store barn
;48.88190000000017;3 barn i HH;2010;Grorud;;Mor/far med store barn
;23.383800000000083;4 barn eller mer;2010;Grorud;;Mor/far med store barn
;347.6121000000013;1 barn i HH;2011;Grorud;;Mor/far med store barn
;175.20770000000064;2 barn i HH;2011;Grorud;;Mor/far med store barn
;48.99460000000017;3 barn i HH;2011;Grorud;;Mor/far med store barn
;27.096300000000095;4 barn eller mer;2011;Grorud;;Mor/far med store barn
;3.0;Ingen barn i HH;2012;Grorud;;Mor/far med store barn
;364.0;1 barn i HH;2012;Grorud;;Mor/far med store barn
;170.0;2 barn i HH;2012;Grorud;;Mor/far med store barn
;50.0;3 barn i HH;2012;Grorud;;Mor/far med store barn
;19.0;4 barn eller mer;2012;Grorud;;Mor/far med store barn
;340.0;1 barn i HH;2013;Grorud;;Mor/far med store barn
;185.0;2 barn i HH;2013;Grorud;;Mor/far med store barn
;50.0;3 barn i HH;2013;Grorud;;Mor/far med store barn
;20.0;4 barn eller mer;2013;Grorud;;Mor/far med store barn
;322.0;1 barn i HH;2014;Grorud;;Mor/far med store barn
;169.0;2 barn i HH;2014;Grorud;;Mor/far med store barn
;45.0;3 barn i HH;2014;Grorud;;Mor/far med store barn
;12.0;4 barn eller mer;2014;Grorud;;Mor/far med store barn
;315.0;1 barn i HH;2015;Grorud;;Mor/far med store barn
;158.0;2 barn i HH;2015;Grorud;;Mor/far med store barn
;48.0;3 barn i HH;2015;Grorud;;Mor/far med store barn
;13.0;4 barn eller mer;2015;Grorud;;Mor/far med store barn
;298.0;1 barn i HH;2016;Grorud;;Mor/far med store barn
;162.0;2 barn i HH;2016;Grorud;;Mor/far med store barn
;49.0;3 barn i HH;2016;Grorud;;Mor/far med store barn
;12.0;4 barn eller mer;2016;Grorud;;Mor/far med store barn
;300.0;1 barn i HH;2017;Grorud;;Mor/far med store barn
;167.0;2 barn i HH;2017;Grorud;;Mor/far med store barn
;36.0;3 barn i HH;2017;Grorud;;Mor/far med store barn
;10.0;4 barn eller mer;2017;Grorud;;Mor/far med store barn
;295.0;1 barn i HH;2018;Grorud;;Mor/far med store barn
;152.0;2 barn i HH;2018;Grorud;;Mor/far med store barn
;38.0;3 barn i HH;2018;Grorud;;Mor/far med store barn
;14.0;4 barn eller mer;2018;Grorud;;Mor/far med store barn
;559.970800000002;1 barn i HH;2008;Grorud;;Enfamiliehusholdninger med voksne barn
;114.89730000000041;2 barn i HH;2008;Grorud;;Enfamiliehusholdninger med voksne barn
;7.0;3 barn i HH;2008;Grorud;;Enfamiliehusholdninger med voksne barn
;3.0;4 barn eller mer;2008;Grorud;;Enfamiliehusholdninger med voksne barn
;3.697500000000013;Ingen barn i HH;2009;Grorud;;Enfamiliehusholdninger med voksne barn
;581.071900000002;1 barn i HH;2009;Grorud;;Enfamiliehusholdninger med voksne barn
;101.50000000000034;2 barn i HH;2009;Grorud;;Enfamiliehusholdninger med voksne barn
;15.0;3 barn i HH;2009;Grorud;;Enfamiliehusholdninger med voksne barn
;3.381700000000012;Ingen barn i HH;2010;Grorud;;Enfamiliehusholdninger med voksne barn
;581.3107000000019;1 barn i HH;2010;Grorud;;Enfamiliehusholdninger med voksne barn
;120.45540000000042;2 barn i HH;2010;Grorud;;Enfamiliehusholdninger med voksne barn
;19.0;3 barn i HH;2010;Grorud;;Enfamiliehusholdninger med voksne barn
;610.1064000000023;1 barn i HH;2011;Grorud;;Enfamiliehusholdninger med voksne barn
;146.1229000000005;2 barn i HH;2011;Grorud;;Enfamiliehusholdninger med voksne barn
;18.0;3 barn i HH;2011;Grorud;;Enfamiliehusholdninger med voksne barn
;655.0;1 barn i HH;2012;Grorud;;Enfamiliehusholdninger med voksne barn
;170.0;2 barn i HH;2012;Grorud;;Enfamiliehusholdninger med voksne barn
;15.0;3 barn i HH;2012;Grorud;;Enfamiliehusholdninger med voksne barn
;3.0;4 barn eller mer;2012;Grorud;;Enfamiliehusholdninger med voksne barn
;664.0;1 barn i HH;2013;Grorud;;Enfamiliehusholdninger med voksne barn
;194.0;2 barn i HH;2013;Grorud;;Enfamiliehusholdninger med voksne barn
;17.0;3 barn i HH;2013;Grorud;;Enfamiliehusholdninger med voksne barn
;3.0;Ingen barn i HH;2014;Grorud;;Enfamiliehusholdninger med voksne barn
;625.0;1 barn i HH;2014;Grorud;;Enfamiliehusholdninger med voksne barn
;130.0;2 barn i HH;2014;Grorud;;Enfamiliehusholdninger med voksne barn
;9.0;3 barn i HH;2014;Grorud;;Enfamiliehusholdninger med voksne barn
;6.0;4 barn eller mer;2014;Grorud;;Enfamiliehusholdninger med voksne barn
;3.0;Ingen barn i HH;2015;Grorud;;Enfamiliehusholdninger med voksne barn
;678.0;1 barn i HH;2015;Grorud;;Enfamiliehusholdninger med voksne barn
;146.0;2 barn i HH;2015;Grorud;;Enfamiliehusholdninger med voksne barn
;16.0;3 barn i HH;2015;Grorud;;Enfamiliehusholdninger med voksne barn
;3.0;4 barn eller mer;2015;Grorud;;Enfamiliehusholdninger med voksne barn
;702.0;1 barn i HH;2016;Grorud;;Enfamiliehusholdninger med voksne barn
;167.0;2 barn i HH;2016;Grorud;;Enfamiliehusholdninger med voksne barn
;28.0;3 barn i HH;2016;Grorud;;Enfamiliehusholdninger med voksne barn
;3.0;Ingen barn i HH;2017;Grorud;;Enfamiliehusholdninger med voksne barn
;719.0;1 barn i HH;2017;Grorud;;Enfamiliehusholdninger med voksne barn
;181.0;2 barn i HH;2017;Grorud;;Enfamiliehusholdninger med voksne barn
;25.0;3 barn i HH;2017;Grorud;;Enfamiliehusholdninger med voksne barn
;3.0;Ingen barn i HH;2018;Grorud;;Enfamiliehusholdninger med voksne barn
;716.0;1 barn i HH;2018;Grorud;;Enfamiliehusholdninger med voksne barn
;190.0;2 barn i HH;2018;Grorud;;Enfamiliehusholdninger med voksne barn
;32.0;3 barn i HH;2018;Grorud;;Enfamiliehusholdninger med voksne barn
;6.0;4 barn eller mer;2018;Grorud;;Enfamiliehusholdninger med voksne barn
;161.26040000000057;Ingen barn i HH;2008;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;106.14230000000039;1 barn i HH;2008;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;25.675800000000095;2 barn i HH;2008;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;3.578100000000013;3 barn i HH;2008;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;172.07230000000064;Ingen barn i HH;2009;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;109.74380000000038;1 barn i HH;2009;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;33.30090000000012;2 barn i HH;2009;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;4.584100000000016;3 barn i HH;2009;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;175.67690000000064;Ingen barn i HH;2010;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;110.2988000000004;1 barn i HH;2010;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;26.856000000000098;2 barn i HH;2010;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;9.424300000000033;3 barn i HH;2010;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;3.125200000000011;4 barn eller mer;2010;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;198.2560000000007;Ingen barn i HH;2011;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;108.64220000000039;1 barn i HH;2011;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;30.322500000000105;2 barn i HH;2011;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;8.088800000000028;3 barn i HH;2011;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;3.0293000000000108;4 barn eller mer;2011;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;218.0;Ingen barn i HH;2012;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;104.0;1 barn i HH;2012;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;30.0;2 barn i HH;2012;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;239.0;Ingen barn i HH;2013;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;109.0;1 barn i HH;2013;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;28.0;2 barn i HH;2013;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;3.0;3 barn i HH;2013;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;464.0;Ingen barn i HH;2014;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;108.0;1 barn i HH;2014;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;43.0;2 barn i HH;2014;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;3.0;3 barn i HH;2014;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;3.0;4 barn eller mer;2014;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;477.0;Ingen barn i HH;2015;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;123.0;1 barn i HH;2015;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;29.0;2 barn i HH;2015;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;5.0;3 barn i HH;2015;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;490.0;Ingen barn i HH;2016;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;126.0;1 barn i HH;2016;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;26.0;2 barn i HH;2016;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;4.0;3 barn i HH;2016;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;3.0;4 barn eller mer;2016;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;489.0;Ingen barn i HH;2017;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;116.0;1 barn i HH;2017;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;24.0;2 barn i HH;2017;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;3.0;3 barn i HH;2017;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;496.0;Ingen barn i HH;2018;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;105.0;1 barn i HH;2018;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;24.0;2 barn i HH;2018;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;14.0;3 barn i HH;2018;Grorud;;Flerfamiliehusholdninger uten barn 0-17 år
;54.01480000000019;1 barn i HH;2008;Grorud;;Flerfamiliehusholdninger med små barn
;20.447600000000072;2 barn i HH;2008;Grorud;;Flerfamiliehusholdninger med små barn
;23.711100000000087;3 barn i HH;2008;Grorud;;Flerfamiliehusholdninger med små barn
;16.53860000000006;4 barn eller mer;2008;Grorud;;Flerfamiliehusholdninger med små barn
;45.436300000000166;1 barn i HH;2009;Grorud;;Flerfamiliehusholdninger med små barn
;36.02530000000013;2 barn i HH;2009;Grorud;;Flerfamiliehusholdninger med små barn
;23.477600000000084;3 barn i HH;2009;Grorud;;Flerfamiliehusholdninger med små barn
;23.12120000000008;4 barn eller mer;2009;Grorud;;Flerfamiliehusholdninger med små barn
;43.15740000000016;1 barn i HH;2010;Grorud;;Flerfamiliehusholdninger med små barn
;26.010000000000094;2 barn i HH;2010;Grorud;;Flerfamiliehusholdninger med små barn
;26.135900000000092;3 barn i HH;2010;Grorud;;Flerfamiliehusholdninger med små barn
;20.879700000000074;4 barn eller mer;2010;Grorud;;Flerfamiliehusholdninger med små barn
;48.853400000000164;1 barn i HH;2011;Grorud;;Flerfamiliehusholdninger med små barn
;28.528800000000103;2 barn i HH;2011;Grorud;;Flerfamiliehusholdninger med små barn
;29.529900000000108;3 barn i HH;2011;Grorud;;Flerfamiliehusholdninger med små barn
;15.111200000000053;4 barn eller mer;2011;Grorud;;Flerfamiliehusholdninger med små barn
;55.0;1 barn i HH;2012;Grorud;;Flerfamiliehusholdninger med små barn
;40.0;2 barn i HH;2012;Grorud;;Flerfamiliehusholdninger med små barn
;26.0;3 barn i HH;2012;Grorud;;Flerfamiliehusholdninger med små barn
;22.0;4 barn eller mer;2012;Grorud;;Flerfamiliehusholdninger med små barn
;50.0;1 barn i HH;2013;Grorud;;Flerfamiliehusholdninger med små barn
;52.0;2 barn i HH;2013;Grorud;;Flerfamiliehusholdninger med små barn
;24.0;3 barn i HH;2013;Grorud;;Flerfamiliehusholdninger med små barn
;14.0;4 barn eller mer;2013;Grorud;;Flerfamiliehusholdninger med små barn
;48.0;1 barn i HH;2014;Grorud;;Flerfamiliehusholdninger med små barn
;63.0;2 barn i HH;2014;Grorud;;Flerfamiliehusholdninger med små barn
;32.0;3 barn i HH;2014;Grorud;;Flerfamiliehusholdninger med små barn
;24.0;4 barn eller mer;2014;Grorud;;Flerfamiliehusholdninger med små barn
;50.0;1 barn i HH;2015;Grorud;;Flerfamiliehusholdninger med små barn
;62.0;2 barn i HH;2015;Grorud;;Flerfamiliehusholdninger med små barn
;19.0;3 barn i HH;2015;Grorud;;Flerfamiliehusholdninger med små barn
;29.0;4 barn eller mer;2015;Grorud;;Flerfamiliehusholdninger med små barn
;56.0;1 barn i HH;2016;Grorud;;Flerfamiliehusholdninger med små barn
;59.0;2 barn i HH;2016;Grorud;;Flerfamiliehusholdninger med små barn
;15.0;3 barn i HH;2016;Grorud;;Flerfamiliehusholdninger med små barn
;26.0;4 barn eller mer;2016;Grorud;;Flerfamiliehusholdninger med små barn
;56.0;1 barn i HH;2017;Grorud;;Flerfamiliehusholdninger med små barn
;62.0;2 barn i HH;2017;Grorud;;Flerfamiliehusholdninger med små barn
;23.0;3 barn i HH;2017;Grorud;;Flerfamiliehusholdninger med små barn
;19.0;4 barn eller mer;2017;Grorud;;Flerfamiliehusholdninger med små barn
;47.0;1 barn i HH;2018;Grorud;;Flerfamiliehusholdninger med små barn
;43.0;2 barn i HH;2018;Grorud;;Flerfamiliehusholdninger med små barn
;21.0;3 barn i HH;2018;Grorud;;Flerfamiliehusholdninger med små barn
;21.0;4 barn eller mer;2018;Grorud;;Flerfamiliehusholdninger med små barn
;27.7419000000001;1 barn i HH;2008;Grorud;;Flerfamiliehusholdninger med store barn
;22.519500000000082;2 barn i HH;2008;Grorud;;Flerfamiliehusholdninger med store barn
;16.43950000000006;3 barn i HH;2008;Grorud;;Flerfamiliehusholdninger med store barn
;14.21020000000005;4 barn eller mer;2008;Grorud;;Flerfamiliehusholdninger med store barn
;18.123400000000064;1 barn i HH;2009;Grorud;;Flerfamiliehusholdninger med store barn
;27.258800000000097;2 barn i HH;2009;Grorud;;Flerfamiliehusholdninger med store barn
;17.180700000000062;3 barn i HH;2009;Grorud;;Flerfamiliehusholdninger med store barn
;10.88230000000004;4 barn eller mer;2009;Grorud;;Flerfamiliehusholdninger med store barn
;18.552300000000066;1 barn i HH;2010;Grorud;;Flerfamiliehusholdninger med store barn
;33.95470000000012;2 barn i HH;2010;Grorud;;Flerfamiliehusholdninger med store barn
;21.797000000000075;3 barn i HH;2010;Grorud;;Flerfamiliehusholdninger med store barn
;8.28220000000003;4 barn eller mer;2010;Grorud;;Flerfamiliehusholdninger med store barn
;23.19080000000008;1 barn i HH;2011;Grorud;;Flerfamiliehusholdninger med store barn
;33.19310000000012;2 barn i HH;2011;Grorud;;Flerfamiliehusholdninger med store barn
;17.10500000000006;3 barn i HH;2011;Grorud;;Flerfamiliehusholdninger med store barn
;12.071000000000042;4 barn eller mer;2011;Grorud;;Flerfamiliehusholdninger med store barn
;19.0;1 barn i HH;2012;Grorud;;Flerfamiliehusholdninger med store barn
;29.0;2 barn i HH;2012;Grorud;;Flerfamiliehusholdninger med store barn
;28.0;3 barn i HH;2012;Grorud;;Flerfamiliehusholdninger med store barn
;9.0;4 barn eller mer;2012;Grorud;;Flerfamiliehusholdninger med store barn
;30.0;1 barn i HH;2013;Grorud;;Flerfamiliehusholdninger med store barn
;28.0;2 barn i HH;2013;Grorud;;Flerfamiliehusholdninger med store barn
;32.0;3 barn i HH;2013;Grorud;;Flerfamiliehusholdninger med store barn
;11.0;4 barn eller mer;2013;Grorud;;Flerfamiliehusholdninger med store barn
;39.0;1 barn i HH;2014;Grorud;;Flerfamiliehusholdninger med store barn
;37.0;2 barn i HH;2014;Grorud;;Flerfamiliehusholdninger med store barn
;27.0;3 barn i HH;2014;Grorud;;Flerfamiliehusholdninger med store barn
;12.0;4 barn eller mer;2014;Grorud;;Flerfamiliehusholdninger med store barn
;41.0;1 barn i HH;2015;Grorud;;Flerfamiliehusholdninger med store barn
;28.0;2 barn i HH;2015;Grorud;;Flerfamiliehusholdninger med store barn
;36.0;3 barn i HH;2015;Grorud;;Flerfamiliehusholdninger med store barn
;3.0;4 barn eller mer;2015;Grorud;;Flerfamiliehusholdninger med store barn
;42.0;1 barn i HH;2016;Grorud;;Flerfamiliehusholdninger med store barn
;43.0;2 barn i HH;2016;Grorud;;Flerfamiliehusholdninger med store barn
;26.0;3 barn i HH;2016;Grorud;;Flerfamiliehusholdninger med store barn
;3.0;4 barn eller mer;2016;Grorud;;Flerfamiliehusholdninger med store barn
;39.0;1 barn i HH;2017;Grorud;;Flerfamiliehusholdninger med store barn
;49.0;2 barn i HH;2017;Grorud;;Flerfamiliehusholdninger med store barn
;14.0;3 barn i HH;2017;Grorud;;Flerfamiliehusholdninger med store barn
;15.0;4 barn eller mer;2017;Grorud;;Flerfamiliehusholdninger med store barn
;37.0;1 barn i HH;2018;Grorud;;Flerfamiliehusholdninger med store barn
;44.0;2 barn i HH;2018;Grorud;;Flerfamiliehusholdninger med store barn
;14.0;3 barn i HH;2018;Grorud;;Flerfamiliehusholdninger med store barn
;6.0;4 barn eller mer;2018;Grorud;;Flerfamiliehusholdninger med store barn
0301111101;1174.959500000004;Ingen barn i HH;2008;Stovner;Vestli;Aleneboende
0301111101;1184.0653000000045;Ingen barn i HH;2009;Stovner;Vestli;Aleneboende
0301111101;1192.5780000000043;Ingen barn i HH;2010;Stovner;Vestli;Aleneboende
0301111101;1175.818900000004;Ingen barn i HH;2011;Stovner;Vestli;Aleneboende
0301111101;1188.0;Ingen barn i HH;2012;Stovner;Vestli;Aleneboende
0301111101;1189.0;Ingen barn i HH;2013;Stovner;Vestli;Aleneboende
0301111101;1122.0;Ingen barn i HH;2014;Stovner;Vestli;Aleneboende
0301111101;1110.0;Ingen barn i HH;2015;Stovner;Vestli;Aleneboende
0301111101;1077.0;Ingen barn i HH;2016;Stovner;Vestli;Aleneboende
0301111101;1070.0;Ingen barn i HH;2017;Stovner;Vestli;Aleneboende
0301111101;1099.0;Ingen barn i HH;2018;Stovner;Vestli;Aleneboende
0301111101;592.7240000000022;Ingen barn i HH;2008;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;583.7017000000021;Ingen barn i HH;2009;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;564.9677000000021;Ingen barn i HH;2010;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;553.079100000002;Ingen barn i HH;2011;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;552.0;Ingen barn i HH;2012;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;549.0;Ingen barn i HH;2013;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;573.0;Ingen barn i HH;2014;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;578.0;Ingen barn i HH;2015;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;570.0;Ingen barn i HH;2016;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;563.0;Ingen barn i HH;2017;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;535.0;Ingen barn i HH;2018;Stovner;Vestli;Par uten hjemmeboende barn
0301111101;56.2862000000002;1 barn i HH;2008;Stovner;Vestli;Par med små barn
0301111101;96.0;2 barn i HH;2008;Stovner;Vestli;Par med små barn
0301111101;50.0;3 barn i HH;2008;Stovner;Vestli;Par med små barn
0301111101;48.0;4 barn eller mer;2008;Stovner;Vestli;Par med små barn
0301111101;55.1092000000002;1 barn i HH;2009;Stovner;Vestli;Par med små barn
0301111101;86.0;2 barn i HH;2009;Stovner;Vestli;Par med små barn
0301111101;42.0;3 barn i HH;2009;Stovner;Vestli;Par med små barn
0301111101;42.0;4 barn eller mer;2009;Stovner;Vestli;Par med små barn
0301111101;56.0480000000002;1 barn i HH;2010;Stovner;Vestli;Par med små barn
0301111101;74.05470000000027;2 barn i HH;2010;Stovner;Vestli;Par med små barn
0301111101;54.06520000000019;3 barn i HH;2010;Stovner;Vestli;Par med små barn
0301111101;52.0;4 barn eller mer;2010;Stovner;Vestli;Par med små barn
0301111101;56.0032000000002;1 barn i HH;2011;Stovner;Vestli;Par med små barn
0301111101;69.0;2 barn i HH;2011;Stovner;Vestli;Par med små barn
0301111101;49.0;3 barn i HH;2011;Stovner;Vestli;Par med små barn
0301111101;47.0;4 barn eller mer;2011;Stovner;Vestli;Par med små barn
0301111101;64.0;1 barn i HH;2012;Stovner;Vestli;Par med små barn
0301111101;75.0;2 barn i HH;2012;Stovner;Vestli;Par med små barn
0301111101;43.0;3 barn i HH;2012;Stovner;Vestli;Par med små barn
0301111101;50.0;4 barn eller mer;2012;Stovner;Vestli;Par med små barn
0301111101;52.0;1 barn i HH;2013;Stovner;Vestli;Par med små barn
0301111101;79.0;2 barn i HH;2013;Stovner;Vestli;Par med små barn
0301111101;35.0;3 barn i HH;2013;Stovner;Vestli;Par med små barn
0301111101;46.0;4 barn eller mer;2013;Stovner;Vestli;Par med små barn
0301111101;62.0;1 barn i HH;2014;Stovner;Vestli;Par med små barn
0301111101;80.0;2 barn i HH;2014;Stovner;Vestli;Par med små barn
0301111101;40.0;3 barn i HH;2014;Stovner;Vestli;Par med små barn
0301111101;47.0;4 barn eller mer;2014;Stovner;Vestli;Par med små barn
0301111101;64.0;1 barn i HH;2015;Stovner;Vestli;Par med små barn
0301111101;77.0;2 barn i HH;2015;Stovner;Vestli;Par med små barn
0301111101;49.0;3 barn i HH;2015;Stovner;Vestli;Par med små barn
