delbydelid;Antall husholdninger;Barn i husholdningen;År;Bydel;Delbydel;Husholdningstype
0301010106;3.0;4 barn eller mer;2010;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;71.26290000000026;1 barn i HH;2011;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;20.25750000000007;2 barn i HH;2011;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;3.0;4 barn eller mer;2011;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;75.0;1 barn i HH;2012;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;15.0;2 barn i HH;2012;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;3.0;4 barn eller mer;2012;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;78.0;1 barn i HH;2013;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;17.0;2 barn i HH;2013;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;3.0;4 barn eller mer;2013;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;71.0;1 barn i HH;2014;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;14.0;2 barn i HH;2014;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;89.0;1 barn i HH;2015;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;12.0;2 barn i HH;2015;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;83.0;1 barn i HH;2016;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;13.0;2 barn i HH;2016;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;3.0;3 barn i HH;2016;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;76.0;1 barn i HH;2017;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;19.0;2 barn i HH;2017;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;93.0;1 barn i HH;2018;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;17.0;2 barn i HH;2018;Gamle Oslo;Vålerenga;Enfamiliehusholdninger med voksne barn
0301010106;49.010600000000174;Ingen barn i HH;2008;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;13.195200000000046;1 barn i HH;2008;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;3.627300000000013;3 barn i HH;2008;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;41.57260000000014;Ingen barn i HH;2009;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;13.75320000000005;1 barn i HH;2009;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;3.317700000000012;2 barn i HH;2009;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;38.667800000000135;Ingen barn i HH;2010;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;16.425400000000057;1 barn i HH;2010;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;3.122700000000011;2 barn i HH;2010;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;47.13760000000017;Ingen barn i HH;2011;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;13.025600000000047;1 barn i HH;2011;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;57.0;Ingen barn i HH;2012;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;7.0;1 barn i HH;2012;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;5.0;2 barn i HH;2012;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;59.0;Ingen barn i HH;2013;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;7.0;1 barn i HH;2013;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;4.0;2 barn i HH;2013;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;166.0;Ingen barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;17.0;1 barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;4.0;2 barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;158.0;Ingen barn i HH;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;20.0;1 barn i HH;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;3.0;4 barn eller mer;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;161.0;Ingen barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;17.0;1 barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;3.0;3 barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;161.0;Ingen barn i HH;2017;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;13.0;1 barn i HH;2017;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;3.0;3 barn i HH;2017;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;161.0;Ingen barn i HH;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;11.0;1 barn i HH;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;4.0;2 barn i HH;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger uten barn 0-17 år
0301010106;6.000400000000021;1 barn i HH;2008;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;5.86930000000002;2 barn i HH;2008;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;11.32860000000004;1 barn i HH;2009;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;6.817400000000024;2 barn i HH;2009;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;8.30090000000003;1 barn i HH;2010;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;5.118500000000018;2 barn i HH;2010;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;6.004800000000022;1 barn i HH;2011;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;8.010900000000028;2 barn i HH;2011;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;7.0;1 barn i HH;2012;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;8.0;2 barn i HH;2012;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;3.0;4 barn eller mer;2012;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;9.0;1 barn i HH;2013;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;8.0;2 barn i HH;2013;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;3.0;3 barn i HH;2013;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;9.0;1 barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;7.0;2 barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;8.0;3 barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;4.0;1 barn i HH;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;8.0;2 barn i HH;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;6.0;3 barn i HH;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;3.0;4 barn eller mer;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;7.0;1 barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;3.0;2 barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;4.0;3 barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;7.0;1 barn i HH;2017;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;5.0;3 barn i HH;2017;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;8.0;1 barn i HH;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;4.0;2 barn i HH;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;5.0;3 barn i HH;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;3.0;4 barn eller mer;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med små barn
0301010106;6.493900000000023;1 barn i HH;2008;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;4.334500000000015;2 barn i HH;2008;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;3.411500000000012;4 barn eller mer;2008;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;4.1313000000000155;1 barn i HH;2009;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;4.302000000000015;2 barn i HH;2009;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;3.324100000000012;4 barn eller mer;2009;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;3.030800000000011;1 barn i HH;2010;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;7.167300000000026;2 barn i HH;2010;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;10.007800000000035;2 barn i HH;2011;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;4.0;2 barn i HH;2012;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;9.0;1 barn i HH;2013;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;12.0;1 barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;3.0;2 barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;4.0;3 barn i HH;2014;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;6.0;1 barn i HH;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;5.0;2 barn i HH;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;4.0;3 barn i HH;2015;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;11.0;1 barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;9.0;2 barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;4.0;3 barn i HH;2016;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;10.0;1 barn i HH;2017;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;8.0;2 barn i HH;2017;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;4.0;3 barn i HH;2017;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;5.0;1 barn i HH;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010106;9.0;2 barn i HH;2018;Gamle Oslo;Vålerenga;Flerfamiliehusholdninger med store barn
0301010107;2621.0944000000095;Ingen barn i HH;2008;Gamle Oslo;Helsfyr;Aleneboende
0301010107;2723.7176000000095;Ingen barn i HH;2009;Gamle Oslo;Helsfyr;Aleneboende
0301010107;2535.4432000000093;Ingen barn i HH;2010;Gamle Oslo;Helsfyr;Aleneboende
0301010107;2500.343800000009;Ingen barn i HH;2011;Gamle Oslo;Helsfyr;Aleneboende
0301010107;2477.0;Ingen barn i HH;2012;Gamle Oslo;Helsfyr;Aleneboende
0301010107;2562.0;Ingen barn i HH;2013;Gamle Oslo;Helsfyr;Aleneboende
0301010107;2445.0;Ingen barn i HH;2014;Gamle Oslo;Helsfyr;Aleneboende
0301010107;2459.0;Ingen barn i HH;2015;Gamle Oslo;Helsfyr;Aleneboende
0301010107;2444.0;Ingen barn i HH;2016;Gamle Oslo;Helsfyr;Aleneboende
0301010107;659.5573000000023;Ingen barn i HH;2008;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;671.3077000000023;Ingen barn i HH;2009;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;737.5847000000027;Ingen barn i HH;2010;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;749.0;Ingen barn i HH;2011;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;797.0;Ingen barn i HH;2012;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;883.0;Ingen barn i HH;2013;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;1029.0;Ingen barn i HH;2014;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;1023.0;Ingen barn i HH;2015;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;1099.0;Ingen barn i HH;2016;Gamle Oslo;Helsfyr;Par uten hjemmeboende barn
0301010107;271.47990000000095;1 barn i HH;2008;Gamle Oslo;Helsfyr;Par med små barn
0301010107;141.0;2 barn i HH;2008;Gamle Oslo;Helsfyr;Par med små barn
0301010107;25.0;3 barn i HH;2008;Gamle Oslo;Helsfyr;Par med små barn
0301010107;14.16160000000005;4 barn eller mer;2008;Gamle Oslo;Helsfyr;Par med små barn
0301010107;265.29630000000094;1 barn i HH;2009;Gamle Oslo;Helsfyr;Par med små barn
0301010107;150.26520000000053;2 barn i HH;2009;Gamle Oslo;Helsfyr;Par med små barn
0301010107;30.156800000000107;3 barn i HH;2009;Gamle Oslo;Helsfyr;Par med små barn
0301010107;14.0;4 barn eller mer;2009;Gamle Oslo;Helsfyr;Par med små barn
0301010107;265.08620000000093;1 barn i HH;2010;Gamle Oslo;Helsfyr;Par med små barn
0301010107;185.0;2 barn i HH;2010;Gamle Oslo;Helsfyr;Par med små barn
0301010107;28.0079000000001;3 barn i HH;2010;Gamle Oslo;Helsfyr;Par med små barn
0301010107;12.0;4 barn eller mer;2010;Gamle Oslo;Helsfyr;Par med små barn
0301010107;304.0;1 barn i HH;2011;Gamle Oslo;Helsfyr;Par med små barn
0301010107;193.0;2 barn i HH;2011;Gamle Oslo;Helsfyr;Par med små barn
0301010107;35.0;3 barn i HH;2011;Gamle Oslo;Helsfyr;Par med små barn
0301010107;13.0;4 barn eller mer;2011;Gamle Oslo;Helsfyr;Par med små barn
0301010107;289.0;1 barn i HH;2012;Gamle Oslo;Helsfyr;Par med små barn
0301010107;183.0;2 barn i HH;2012;Gamle Oslo;Helsfyr;Par med små barn
0301010107;41.0;3 barn i HH;2012;Gamle Oslo;Helsfyr;Par med små barn
0301010107;18.0;4 barn eller mer;2012;Gamle Oslo;Helsfyr;Par med små barn
0301010107;336.0;1 barn i HH;2013;Gamle Oslo;Helsfyr;Par med små barn
0301010107;219.0;2 barn i HH;2013;Gamle Oslo;Helsfyr;Par med små barn
0301010107;33.0;3 barn i HH;2013;Gamle Oslo;Helsfyr;Par med små barn
0301010107;9.0;4 barn eller mer;2013;Gamle Oslo;Helsfyr;Par med små barn
0301010107;356.0;1 barn i HH;2014;Gamle Oslo;Helsfyr;Par med små barn
0301010107;237.0;2 barn i HH;2014;Gamle Oslo;Helsfyr;Par med små barn
0301010107;35.0;3 barn i HH;2014;Gamle Oslo;Helsfyr;Par med små barn
0301010107;9.0;4 barn eller mer;2014;Gamle Oslo;Helsfyr;Par med små barn
0301010107;368.0;1 barn i HH;2015;Gamle Oslo;Helsfyr;Par med små barn
0301010107;254.0;2 barn i HH;2015;Gamle Oslo;Helsfyr;Par med små barn
0301010107;44.0;3 barn i HH;2015;Gamle Oslo;Helsfyr;Par med små barn
0301010107;13.0;4 barn eller mer;2015;Gamle Oslo;Helsfyr;Par med små barn
0301010107;362.0;1 barn i HH;2016;Gamle Oslo;Helsfyr;Par med små barn
0301010107;260.0;2 barn i HH;2016;Gamle Oslo;Helsfyr;Par med små barn
0301010107;47.0;3 barn i HH;2016;Gamle Oslo;Helsfyr;Par med små barn
0301010107;11.0;4 barn eller mer;2016;Gamle Oslo;Helsfyr;Par med små barn
0301010107;52.956800000000186;1 barn i HH;2008;Gamle Oslo;Helsfyr;Par med store barn
0301010107;69.27160000000025;2 barn i HH;2008;Gamle Oslo;Helsfyr;Par med store barn
0301010107;18.145100000000063;3 barn i HH;2008;Gamle Oslo;Helsfyr;Par med store barn
0301010107;4.0;4 barn eller mer;2008;Gamle Oslo;Helsfyr;Par med store barn
0301010107;57.11090000000021;1 barn i HH;2009;Gamle Oslo;Helsfyr;Par med store barn
0301010107;71.34950000000026;2 barn i HH;2009;Gamle Oslo;Helsfyr;Par med store barn
0301010107;14.0;3 barn i HH;2009;Gamle Oslo;Helsfyr;Par med store barn
0301010107;3.0;4 barn eller mer;2009;Gamle Oslo;Helsfyr;Par med store barn
0301010107;64.13210000000024;1 barn i HH;2010;Gamle Oslo;Helsfyr;Par med store barn
0301010107;71.07090000000025;2 barn i HH;2010;Gamle Oslo;Helsfyr;Par med store barn
0301010107;15.0;3 barn i HH;2010;Gamle Oslo;Helsfyr;Par med store barn
0301010107;3.0;4 barn eller mer;2010;Gamle Oslo;Helsfyr;Par med store barn
0301010107;61.0;1 barn i HH;2011;Gamle Oslo;Helsfyr;Par med store barn
0301010107;75.0;2 barn i HH;2011;Gamle Oslo;Helsfyr;Par med store barn
0301010107;12.0;3 barn i HH;2011;Gamle Oslo;Helsfyr;Par med store barn
0301010107;3.0;4 barn eller mer;2011;Gamle Oslo;Helsfyr;Par med store barn
0301010107;68.0;1 barn i HH;2012;Gamle Oslo;Helsfyr;Par med store barn
0301010107;75.0;2 barn i HH;2012;Gamle Oslo;Helsfyr;Par med store barn
0301010107;16.0;3 barn i HH;2012;Gamle Oslo;Helsfyr;Par med store barn
0301010107;75.0;1 barn i HH;2013;Gamle Oslo;Helsfyr;Par med store barn
0301010107;82.0;2 barn i HH;2013;Gamle Oslo;Helsfyr;Par med store barn
0301010107;18.0;3 barn i HH;2013;Gamle Oslo;Helsfyr;Par med store barn
0301010107;4.0;4 barn eller mer;2013;Gamle Oslo;Helsfyr;Par med store barn
0301010107;93.0;1 barn i HH;2014;Gamle Oslo;Helsfyr;Par med store barn
0301010107;103.0;2 barn i HH;2014;Gamle Oslo;Helsfyr;Par med store barn
0301010107;16.0;3 barn i HH;2014;Gamle Oslo;Helsfyr;Par med store barn
0301010107;4.0;4 barn eller mer;2014;Gamle Oslo;Helsfyr;Par med store barn
0301010107;100.0;1 barn i HH;2015;Gamle Oslo;Helsfyr;Par med store barn
0301010107;109.0;2 barn i HH;2015;Gamle Oslo;Helsfyr;Par med store barn
0301010107;19.0;3 barn i HH;2015;Gamle Oslo;Helsfyr;Par med store barn
0301010107;3.0;4 barn eller mer;2015;Gamle Oslo;Helsfyr;Par med store barn
0301010107;107.0;1 barn i HH;2016;Gamle Oslo;Helsfyr;Par med store barn
0301010107;121.0;2 barn i HH;2016;Gamle Oslo;Helsfyr;Par med store barn
0301010107;17.0;3 barn i HH;2016;Gamle Oslo;Helsfyr;Par med store barn
0301010107;4.0;4 barn eller mer;2016;Gamle Oslo;Helsfyr;Par med store barn
0301010107;66.10780000000024;1 barn i HH;2008;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;23.856200000000086;2 barn i HH;2008;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;4.278900000000015;3 barn i HH;2008;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;4.252400000000015;4 barn eller mer;2008;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;70.55450000000026;1 barn i HH;2009;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;20.23080000000007;2 barn i HH;2009;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;6.710000000000024;3 barn i HH;2009;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;0.0;4 barn eller mer;2009;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;59.81120000000021;1 barn i HH;2010;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;19.437800000000067;2 barn i HH;2010;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;5.73990000000002;3 barn i HH;2010;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;3.430600000000012;4 barn eller mer;2010;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;52.17010000000018;1 barn i HH;2011;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;14.673200000000051;2 barn i HH;2011;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;5.252500000000019;3 barn i HH;2011;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;10.513600000000038;4 barn eller mer;2011;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;55.0;1 barn i HH;2012;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;19.0;2 barn i HH;2012;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;5.0;3 barn i HH;2012;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;5.0;4 barn eller mer;2012;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;62.0;1 barn i HH;2013;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;22.0;2 barn i HH;2013;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;11.0;3 barn i HH;2013;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;7.0;4 barn eller mer;2013;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;60.0;1 barn i HH;2014;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;15.0;2 barn i HH;2014;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;10.0;3 barn i HH;2014;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;3.0;4 barn eller mer;2014;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;66.0;1 barn i HH;2015;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;15.0;2 barn i HH;2015;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;8.0;3 barn i HH;2015;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;3.0;4 barn eller mer;2015;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;52.0;1 barn i HH;2016;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;18.0;2 barn i HH;2016;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;11.0;3 barn i HH;2016;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;3.0;4 barn eller mer;2016;Gamle Oslo;Helsfyr;Mor/far med små barn
0301010107;95.42890000000034;1 barn i HH;2008;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;30.352600000000105;2 barn i HH;2008;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;5.363300000000018;3 barn i HH;2008;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;90.55040000000032;1 barn i HH;2009;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;31.12050000000011;2 barn i HH;2009;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;10.373100000000038;3 barn i HH;2009;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;78.49870000000028;1 barn i HH;2010;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;21.62640000000008;2 barn i HH;2010;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;6.892900000000025;3 barn i HH;2010;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;79.44250000000028;1 barn i HH;2011;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;25.15500000000009;2 barn i HH;2011;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;9.461700000000034;3 barn i HH;2011;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;3.122800000000011;4 barn eller mer;2011;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;78.0;1 barn i HH;2012;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;22.0;2 barn i HH;2012;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;9.0;3 barn i HH;2012;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;77.0;1 barn i HH;2013;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;25.0;2 barn i HH;2013;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;8.0;3 barn i HH;2013;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;101.0;1 barn i HH;2014;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;21.0;2 barn i HH;2014;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;4.0;3 barn i HH;2014;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;113.0;1 barn i HH;2015;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;30.0;2 barn i HH;2015;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;9.0;3 barn i HH;2015;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;90.0;1 barn i HH;2016;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;26.0;2 barn i HH;2016;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;8.0;3 barn i HH;2016;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;6.0;4 barn eller mer;2016;Gamle Oslo;Helsfyr;Mor/far med store barn
0301010107;122.24150000000044;1 barn i HH;2008;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;22.82170000000008;2 barn i HH;2008;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;123.78650000000043;1 barn i HH;2009;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;28.787500000000104;2 barn i HH;2009;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;127.35450000000046;1 barn i HH;2010;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;18.59710000000007;2 barn i HH;2010;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;135.4968000000005;1 barn i HH;2011;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;21.203200000000074;2 barn i HH;2011;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;141.0;1 barn i HH;2012;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
0301010107;13.0;2 barn i HH;2012;Gamle Oslo;Helsfyr;Enfamiliehusholdninger med voksne barn
