aar;bydel_id;bydel_navn;delbydel_id;delbydel_navn;selveier_alle;borettslag_andel_alle;leier_alle;selveier_uten_studenter;borettslag_andel_uten_studenter;leier_uten_studenter
2017;12;Bydel Alna;1205;Hellerudtoppen;58.05;29.75;12.2;58.41;30.01;11.58
2017;12;Bydel Alna;1206;Tveita;9.12;80.3;10.57;9.24;80.69;10.07
2017;12;Bydel Alna;1207;Teisen;15.94;60.1;23.96;16.19;60.34;23.47
2017;13;Bydel Østensjø;1301;Manglerud;26.49;61.92;11.59;26.93;62.06;11.01
2017;13;Bydel Østensjø;1302;Godlia;58.76;21.55;19.7;59.38;21.67;18.95
2017;13;Bydel Østensjø;1303;Oppsal;14.09;77.26;8.65;14.21;77.52;8.26
2017;13;Bydel Østensjø;1304;Bøler;26.67;61.51;11.82;27.02;61.55;11.43
2017;13;Bydel Østensjø;1305;Skullerud;30.35;51.51;18.14;30.49;51.9;17.61
2017;13;Bydel Østensjø;1306;Abildsø;71.82;12.93;15.25;72.55;12.88;14.57
2017;14;Bydel Nordstrand;1401;Ljan;73.23;6.4;20.37;73.69;6.48;19.83
2017;14;Bydel Nordstrand;1402;Nordstrand;55.26;26.7;18.04;55.85;27.02;17.13
2017;14;Bydel Nordstrand;1403;Bekkelaget;75.71;3.16;21.13;76.94;3.17;19.89
2017;14;Bydel Nordstrand;1404;Simensbråten;63.04;14.81;22.15;64.01;14.94;21.05
2017;14;Bydel Nordstrand;1405;Lambertseter;5.69;83.84;10.46;5.8;84.27;9.93
2017;14;Bydel Nordstrand;1406;Munkerud;73.99;8.68;17.33;74.77;8.76;16.47
2017;15;Bydel Søndre Nordstrand;1501;Holmlia Syd;15.18;68.29;16.53;15.34;68.71;15.96
2017;15;Bydel Søndre Nordstrand;1502;Holmlia Nord;3.57;88.78;7.65;3.49;89.21;7.3
2017;15;Bydel Søndre Nordstrand;1503;Prinsdal;56.82;15.65;27.52;57.43;15.7;26.86
2017;15;Bydel Søndre Nordstrand;1504;Bjørnerud;48.03;27.91;24.06;48.48;28.18;23.33
2017;15;Bydel Søndre Nordstrand;1505;Mortensrud;66.32;20.37;13.31;66.71;20.52;12.78
2017;15;Bydel Søndre Nordstrand;1506;Bjørndal;57.79;16.15;26.06;58.24;16.29;25.47
2017;16;Sentrum;1601;Sentrum;22.92;4.53;72.55;24.69;4.55;70.76
2017;17;Marka;1701;Marka;60.58;0.61;38.81;60.83;0.61;38.56
2017;10000;;;;36.5;32.98;30.52;38.15;34.37;27.48
2017;20000;;;;62.84;14.06;23.09;64.63;14.31;21.06
2017;15000;;;;67.1;11.01;21.9;68.77;11.17;20.05
2015;01;Bydel Gamle Oslo;;;24.19;39.87;35.95;24.63;40.52;34.86
2015;02;Bydel Grünerløkka;;;26.28;33.46;40.25;27.16;34.87;37.98
2015;03;Bydel Sagene;;;21.47;40.17;38.36;22.26;41.87;35.88
2015;04;Bydel St. Hanshaugen;;;31.57;21.35;47.08;33.31;22.71;43.98
2015;05;Bydel Frogner;;;45.51;12.12;42.37;47.05;12.67;40.28
2015;06;Bydel Ullern;;;63.92;16.83;19.25;64.54;17;18.46
2015;07;Bydel Vestre Aker;;;65.2;16.02;18.79;66.06;16.22;17.72
2015;08;Bydel Nordre Aker;;;50.48;19.3;30.21;54.26;20.64;25.1
2015;09;Bydel Bjerke;;;37.04;37.37;25.59;37.58;37.93;24.5
2015;10;Bydel Grorud;;;18.54;65.29;16.17;18.63;65.7;15.67
2015;11;Bydel Stovner;;;41.37;39.86;18.77;41.72;40.04;18.25
2015;12;Bydel Alna;;;18.07;67.13;14.79;18.16;67.63;14.21
2015;13;Bydel Østensjø;;;33.11;53.68;13.21;33.41;54.03;12.56
2015;14;Bydel Nordstrand;;;52.06;31.33;16.61;52.65;31.49;15.85
2015;15;Bydel Søndre Nordstrand;;;41.49;40.42;18.08;41.71;40.76;17.54
2015;16;Sentrum;;;22.83;4.54;72.63;23.94;5.11;70.95
2015;17;Marka;;;60.07;2.85;37.08;60.32;2.69;36.98
2015;99;Uten registrert adresse;;;0.0;0.0;99.79;0.0;0.0;98.56
2015;10000;;;;36.69;33.37;29.94;38.19;34.77;27.04
2015;20000;;;;63.16;14.26;22.58;64.86;14.51;20.63
2015;15000;;;;67.47;11.15;21.38;69.07;11.31;19.62
2016;01;Bydel Gamle Oslo;;;24.8;39.11;36.09;25.42;39.73;34.85
2016;02;Bydel Grünerløkka;;;26.17;33.29;40.54;27.06;34.51;38.43
2016;03;Bydel Sagene;;;22.36;40.12;37.52;23.08;41.59;35.33
2016;04;Bydel St. Hanshaugen;;;31.6;21.36;47.04;33.49;22.48;44.03
2016;05;Bydel Frogner;;;45.15;12.13;42.72;46.56;12.57;40.86
2016;06;Bydel Ullern;;;64.2;17.14;18.66;64.89;17.23;17.88
2016;07;Bydel Vestre Aker;;;65.11;15.96;18.94;66.03;16.12;17.86
2016;08;Bydel Nordre Aker;;;50.62;18.94;30.44;54.49;20.19;25.31
2016;09;Bydel Bjerke;;;37.26;36.63;26.11;37.96;37.11;24.93
2016;10;Bydel Grorud;;;18.82;65.14;16.03;18.93;65.46;15.61
2016;11;Bydel Stovner;;;41.31;39.21;19.48;41.66;39.34;19.0
2016;12;Bydel Alna;;;17.9;66.77;15.33;18.01;67.15;14.84
2016;13;Bydel Østensjø;;;32.86;53.56;13.58;33.2;53.78;13.02
2016;14;Bydel Nordstrand;;;52.1;31.26;16.64;52.83;31.33;15.84
2016;15;Bydel Søndre Nordstrand;;;40.74;40.32;18.94;41.11;40.52;18.37
2016;16;Sentrum;;;22.26;4.73;73.01;23.76;4.97;71.27
2016;17;Marka;;;62.46;1.22;36.32;62.58;1.23;36.2
2016;99;Uten registrert adresse;;;0.05;15.52;84.42;0.52;15.54;83.94
2016;10000;;;;36.62;33.28;30.11;38.27;34.39;27.39
2016;20000;;;;63.14;14.12;22.74;64.81;14.34;20.84
2016;15000;;;;67.44;11.02;21.54;68.98;11.19;19.82
2017;01;Bydel Gamle Oslo;;;25.88;39.69;34.43;26.43;40.3;33.28
2017;02;Bydel Grünerløkka;;;26.47;32.9;40.62;27.43;34.22;38.35
2017;03;Bydel Sagene;;;22.48;39.83;37.69;23.43;41.49;35.08
2017;04;Bydel St. Hanshaugen;;;30.87;21.38;47.75;32.88;22.83;44.29
2017;05;Bydel Frogner;;;44.27;12.24;43.49;46.05;12.74;41.21
2017;06;Bydel Ullern;;;63.65;17.49;18.86;64.47;17.67;17.86
2017;07;Bydel Vestre Aker;;;64.78;15.53;19.69;65.9;15.81;18.3
2017;08;Bydel Nordre Aker;;;50.41;18.49;31.11;54.4;19.79;25.81
2017;09;Bydel Bjerke;;;36.99;36.4;26.61;37.64;36.94;25.42
2017;10;Bydel Grorud;;;18.45;65.27;16.28;18.61;65.63;15.76
2017;11;Bydel Stovner;;;40.87;38.73;20.39;41.21;39.05;19.73
2017;12;Bydel Alna;;;17.39;66.92;15.7;17.49;67.28;15.23
2017;13;Bydel Østensjø;;;32.73;53.66;13.61;33.08;53.85;13.07
2017;14;Bydel Nordstrand;;;51.78;30.8;17.42;52.48;30.95;16.57
2017;15;Bydel Søndre Nordstrand;;;40.19;40.33;19.48;40.5;40.6;18.9
2017;16;Sentrum;;;22.92;4.53;72.55;24.69;4.55;70.76
2017;17;Marka;;;60.49;0.61;38.91;60.83;0.61;38.56
2017;99;Uten registrert adresse;;;0.0;0.0;99.96;0.0;0.0;99.55
2017;10000;;;;36.5;32.98;30.52;38.15;34.37;27.48
2017;20000;;;;62.84;14.06;23.09;64.63;14.31;21.06
2017;15000;;;;67.1;11.01;21.9;68.77;11.17;20.05
